Title, Named Entity, Frequency
"Ed Sheeran", "Telegraph", "7"
"Ed Sheeran", "number two", "7"
"Ed Sheeran", "Guardian", "7"
"Ed Sheeran", "English", "6"
"Ed Sheeran", "Cherry Seaborn", "6"
"Ed Sheeran", "2021", "6"
"Ed Sheeran", "decade", "6"
"Ed Sheeran", "August 2019", "6"
"Ed Sheeran", "Independent", "6"
"Ed Sheeran", "Ipswich", "6"
"Ed Sheeran", "Elton John", "6"
"Ed Sheeran", "New Zealand", "6"
"Ed Sheeran", "Adele", "6"
"Ed Sheeran", "Number 1", "6"
"Ed Sheeran", "Wembley Stadium", "6"
"Ed Sheeran", "2016", "6"
"Ed Sheeran", "January 2017", "6"
"Ed Sheeran", "6 April 2022", "6"
"Ed Sheeran", "Clapton", "6"
"Ed Sheeran", "17 July 2017", "6"
"Ed Sheeran", "Castle on Hill", "5"
"Ed Sheeran", "fifth", "5"
"Ed Sheeran", "December 2019", "5"
"Ed Sheeran", "Framlingham", "5"
"Ed Sheeran", "12", "5"
"Ed Sheeran", "19", "5"
"Ed Sheeran", "2011", "5"
"Ed Sheeran", "Ireland", "5"
"Ed Sheeran", "Australian", "5"
"Ed Sheeran", "27", "5"
"Ed Sheeran", "10 January 2022", "5"
"Ed Sheeran", "Justin Bieber's", "5"
"Ed Sheeran", "Coldplay", "5"
"Ed Sheeran", "BBC Radio", "5"
"Ed Sheeran", "May 2019", "5"
"Ed Sheeran", "27 September 2021", "5"
"Ed Sheeran", "5 March 2022", "5"
"Ed Sheeran", "Eric Clapton", "5"
"Ed Sheeran", "November 2020", "5"
"Ed Sheeran", "Heinz", "5"
"Ed Sheeran", "17", "4"
"Ed Sheeran", "Justin Bieber", "4"
"Ed Sheeran", "UK Albums Chart", "4"
"Ed Sheeran", "February 2022", "4"
"Ed Sheeran", "United Kingdom", "4"
"Ed Sheeran", "2010s", "4"
"Ed Sheeran", "Yesterday", "4"
"Ed Sheeran", "8 November 2015", "4"
"Ed Sheeran", "1–6", "4"
"Ed Sheeran", "October 2015", "4"
"Ed Sheeran", "20", "4"
"Ed Sheeran", "13", "4"
"Ed Sheeran", "28 September 2014", "4"
"Ed Sheeran", "YouTube", "4"
"Ed Sheeran", "first week", "4"
"Ed Sheeran", "four", "4"
"Ed Sheeran", "40", "4"
"Ed Sheeran", "Digital Spy", "4"
"Ed Sheeran", "Buckingham Palace", "4"
"Ed Sheeran", "US Billboard", "4"
"Ed Sheeran", "MTV", "4"
"Ed Sheeran", "three", "4"
"Ed Sheeran", "7 April 2014", "4"
"Ed Sheeran", "3", "4"
"Ed Sheeran", "November 2014", "4"
"Ed Sheeran", "Instagram", "4"
"Ed Sheeran", "12 March 2017", "4"
"Ed Sheeran", "21", "4"
"Ed Sheeran", "Perfect", "4"
"Ed Sheeran", "August 2021", "4"
"Ed Sheeran", "November 2021", "4"
"Ed Sheeran", "Jamie Lawson", "4"
"Ed Sheeran", "Jeremy Corbyn", "4"
"Ed Sheeran", "May 2020", "4"
"Ed Sheeran", "Nesbitt", "4"
"Ed Sheeran", "Brexit", "4"
"Ed Sheeran", "Ukraine", "4"
"Ed Sheeran", "Edward Christopher", "3"
"Ed Sheeran", "Halifax", "3"
"Ed Sheeran", "West Yorkshire", "3"
"Ed Sheeran", "England", "3"
"Ed Sheeran", "Anne Marie", "3"
"Ed Sheeran", "Framlingham, Suffolk", "3"
"Ed Sheeran", "same year", "3"
"Ed Sheeran", "year", "3"
"Ed Sheeran", "Perfect (", "3"
"Ed Sheeran", "June 2020", "3"
"Ed Sheeran", "Official Charts Company", "3"
"Ed Sheeran", "Ed Sheeran '", "3"
"Ed Sheeran", "11 January 2017", "3"
"Ed Sheeran", "Hebden Bridge", "3"
"Ed Sheeran", "Thomas Mills High School", "3"
"Ed Sheeran", "August 2017", "3"
"Ed Sheeran", "Music", "3"
"Ed Sheeran", "ITV", "3"
"Ed Sheeran", "Sky News", "3"
"Ed Sheeran", "10th", "3"
"Ed Sheeran", "Los Angeles", "3"
"Ed Sheeran", "UK Singles Chart", "3"
"Ed Sheeran", "Germany", "3"
"Ed Sheeran", "Japan", "3"
"Ed Sheeran", "six", "3"
"Ed Sheeran", "five", "3"
"Ed Sheeran", "Canada", "3"
"Ed Sheeran", "Chart", "3"
"Ed Sheeran", "Ivor Novello Awards", "3"
"Ed Sheeran", "2013", "3"
"Ed Sheeran", "6 December 2012", "3"
"Ed Sheeran", "14 November", "3"
"Ed Sheeran", "Ed", "3"
"Ed Sheeran", "April", "3"
"Ed Sheeran", "Royal Albert Hall", "3"
"Ed Sheeran", "Stone", "3"
"Ed Sheeran", "Bruno Mars", "3"
"Ed Sheeran", "NBC", "3"
"Ed Sheeran", "Beyoncé", "3"
"Ed Sheeran", "13 March 2017", "3"
"Ed Sheeran", "Taylor Swift's", "3"
"Ed Sheeran", "Hill", "3"
"Ed Sheeran", "Glastonbury Festival", "3"
"Ed Sheeran", "TLC", "3"
"Ed Sheeran", "Europe", "3"
"Ed Sheeran", "NME", "3"
"Ed Sheeran", "22", "3"
"Ed Sheeran", "International Federation of Phonographic Industry", "3"
"Ed Sheeran", "11", "3"
"Ed Sheeran", "50", "3"
"Ed Sheeran", "Australian Recording Industry Association", "3"
"Ed Sheeran", "4", "3"
"Ed Sheeran", "12 July 2019", "3"
"Ed Sheeran", "6", "3"
"Ed Sheeran", "October 2021", "3"
"Ed Sheeran", "Stormzy", "3"
"Ed Sheeran", "August", "3"
"Ed Sheeran", "29", "3"
"Ed Sheeran", "Ed Sheeran Suffolk Music Foundation", "3"
"Ed Sheeran", "Elton John's", "3"
"Ed Sheeran", "10 February 2022", "3"
"Ed Sheeran", "30", "3"
"Ed Sheeran", "23", "3"
"Ed Sheeran", "Bertie Blossoms", "3"
"Ed Sheeran", "Notting Hill", "3"
"Ed Sheeran", "40,000", "3"
"Ed Sheeran", "Bridget Jones", "3"
"Ed Sheeran", "January 2018", "3"
"Ed Sheeran", "Bridget Jones's", "3"
"Ed Sheeran", "13 November 2020", "3"
"Ed Sheeran", "Vox", "3"
"Ed Sheeran", "The Financial Express", "3"
"Ed Sheeran", "24 October 2021", "3"
"Ed Sheeran", "2004", "2"
"Ed Sheeran", "Benny Blanco", "2"
"Ed Sheeran", "Amy Wadge", "2"
"Ed Sheeran", "17 February 1991", "2"
"Ed Sheeran", "early 2011", "2"
"Ed Sheeran", "Asylum Records", "2"
"Ed Sheeran", "Brit Awards for Brit Award", "2"
"Ed Sheeran", "British Academy of Songwriters", "2"
"Ed Sheeran", "Grammy Awards", "2"
"Ed Sheeran", "Singles Chart", "2"
"Ed Sheeran", "No.6 Collaborations Project", "2"
"Ed Sheeran", "Beautiful People (", "2"
"Ed Sheeran", "Take Me Back", "2"
"Ed Sheeran", "more than 150 million", "2"
"Ed Sheeran", "RIAA", "2"
"Ed Sheeran", "11 December 2019", "2"
"Ed Sheeran", "Spotify#By decade", "2"
"Ed Sheeran", "National Youth Theatre", "2"
"Ed Sheeran", "Framlingham Castle", "2"
"Ed Sheeran", "9 January 2017", "2"
"Ed Sheeran", "16 March 2017", "2"
"Ed Sheeran", "2 February 2017", "2"
"Ed Sheeran", "14 August", "2"
"Ed Sheeran", "April 2008", "2"
"Ed Sheeran", "Perfect'", "2"
"Ed Sheeran", "Imogen", "2"
"Ed Sheeran", "Youth Music Theatre", "2"
"Ed Sheeran", "2007", "2"
"Ed Sheeran", "Plymouth", "2"
"Ed Sheeran", "British Youth Music Theatre", "2"
"Ed Sheeran", "20 December 2018", "2"
"Ed Sheeran", "January 2013", "2"
"Ed Sheeran", "Spinning Man", "2"
"Ed Sheeran", "14", "2"
"Ed Sheeran", "15", "2"
"Ed Sheeran", "December 2012", "2"
"Ed Sheeran", "2008", "2"
"Ed Sheeran", "23 May 2012", "2"
"Ed Sheeran", "Nizlopi", "2"
"Ed Sheeran", "Mirror", "2"
"Ed Sheeran", "2009", "2"
"Ed Sheeran", "Jamal Edwards", "2"
"Ed Sheeran", "31", "2"
"Ed Sheeran", "3 January 2019", "2"
"Ed Sheeran", "June 2010", "2"
"Ed Sheeran", "Watch Ed", "2"
"Ed Sheeran", "2010", "2"
"Ed Sheeran", "Amy", "2"
"Ed Sheeran", "Daily Telegraph", "2"
"Ed Sheeran", "12 December 2017", "2"
"Ed Sheeran", "Devlin", "2"
"Ed Sheeran", "Sway", "2"
"Ed Sheeran", "iTunes", "2"
"Ed Sheeran", "23 June 2014", "2"
"Ed Sheeran", "Officialcharts.com", "2"
"Ed Sheeran", "26 August", "2"
"Ed Sheeran", "Official UK Singles Archive", "2"
"Ed Sheeran", "Rupert Grint", "2"
"Ed Sheeran", "Austria", "2"
"Ed Sheeran", "August 2012", "2"
"Ed Sheeran", "ninth", "2"
"Ed Sheeran", "March 2012", "2"
"Ed Sheeran", "200", "2"
"Ed Sheeran", "21 February", "2"
"Ed Sheeran", "May 2012", "2"
"Ed Sheeran", "Pink Floyd", "2"
"Ed Sheeran", "Red (", "2"
"Ed Sheeran", "Take Me Home", "2"
"Ed Sheeran", "Grammys", "2"
"Ed Sheeran", "6 September 2018", "2"
"Ed Sheeran", "North America", "2"
"Ed Sheeran", "October 2012", "2"
"Ed Sheeran", "New York's", "2"
"Ed Sheeran", "November 2013", "2"
"Ed Sheeran", "Love", "2"
"Ed Sheeran", "Kaufman Gil", "2"
"Ed Sheeran", "Spy", "2"
"Ed Sheeran", "Teenage Cancer Trust", "2"
"Ed Sheeran", "Sing", "2"
"Ed Sheeran", "AFL Grand Final", "2"
"Ed Sheeran", "Charts Company", "2"
"Ed Sheeran", "December 2014", "2"
"Ed Sheeran", "15 November 2014", "2"
"Ed Sheeran", "57th", "2"
"Ed Sheeran", "25 November 2015", "2"
"Ed Sheeran", "John Mayer", "2"
"Ed Sheeran", "Herbie Hancock", "2"
"Ed Sheeran", "February 2015", "2"
"Ed Sheeran", "8 December 2015", "2"
"Ed Sheeran", "June 2015", "2"
"Ed Sheeran", "Macklemore", "2"
"Ed Sheeran", "15 November", "2"
"Ed Sheeran", "20 November 2015", "2"
"Ed Sheeran", "May 2016", "2"
"Ed Sheeran", "13 December 2016", "2"
"Ed Sheeran", "Twitter", "2"
"Ed Sheeran", "Complex", "2"
"Ed Sheeran", "Fastest", "2"
"Ed Sheeran", "10 March 2017", "2"
"Ed Sheeran", "Kingdom", "2"
"Ed Sheeran", "6 January 2017", "2"
"Ed Sheeran", "26 January 2017", "2"
"Ed Sheeran", "Scottish", "2"
"Ed Sheeran", "Calvin Harris", "2"
"Ed Sheeran", "Sunday", "2"
"Ed Sheeran", "May 2018", "2"
"Ed Sheeran", "11 December 2017", "2"
"Ed Sheeran", "November 2017", "2"
"Ed Sheeran", "5 December 2017", "2"
"Ed Sheeran", "James Bond", "2"
"Ed Sheeran", "3 January 2018", "2"
"Ed Sheeran", "Official Chart url Charts Company", "2"
"Ed Sheeran", "11 January 2018", "2"
"Ed Sheeran", "10 January 2018", "2"
"Ed Sheeran", "U.S.", "2"
"Ed Sheeran", "May 2017", "2"
"Ed Sheeran", "Galway Girl", "2"
"Ed Sheeran", "Dublin", "2"
"Ed Sheeran", "February 2020", "2"
"Ed Sheeran", "Don McLean", "2"
"Ed Sheeran", "August 2018", "2"
"Ed Sheeran", "15 May 2019", "2"
"Ed Sheeran", "20 May 2019", "2"
"Ed Sheeran", "Chris Stapleton", "2"
"Ed Sheeran", "Travis Scott", "2"
"Ed Sheeran", "22 July 2019", "2"
"Ed Sheeran", "Albums Chart", "2"
"Ed Sheeran", "6 August 2019", "2"
"Ed Sheeran", "Kenny Chesney", "2"
"Ed Sheeran", "Drake", "2"
"Ed Sheeran", "Shepherd", "2"
"Ed Sheeran", "Bush Empire", "2"
"Ed Sheeran", "Bad Habits", "2"
"Ed Sheeran", "52 weeks", "2"
"Ed Sheeran", "19 August 2021", "2"
"Ed Sheeran", "Visiting Hours", "2"
"Ed Sheeran", "Kickoff Experience", "2"
"Ed Sheeran", "29 November 2021", "2"
"Ed Sheeran", "Love Actually", "2"
"Ed Sheeran", "Sami Chokri", "2"
"Ed Sheeran", "Ross O'Donoghue", "2"
"Ed Sheeran", "Komami Nadia", "2"
"Ed Sheeran", "4 March 2022", "2"
"Ed Sheeran", "I Will Be There", "2"
"Ed Sheeran", "Bob Dylan", "2"
"Ed Sheeran", "Golden Jubilee", "2"
"Ed Sheeran", "24 October 2018", "2"
"Ed Sheeran", "October 2018", "2"
"Ed Sheeran", "Angelo Mysterioso", "2"
"Ed Sheeran", "May 2015", "2"
"Ed Sheeran", "March 2015", "2"
"Ed Sheeran", "Lawson", "2"
"Ed Sheeran", "Maisie Peters", "2"
"Ed Sheeran", "15 June 2021", "2"
"Ed Sheeran", "Bristol", "2"
"Ed Sheeran", "Band Aid", "2"
"Ed Sheeran", "1 December 2015", "2"
"Ed Sheeran", "winter", "2"
"Ed Sheeran", "Gogglebox", "2"
"Ed Sheeran", "Liam Gallagher", "2"
"Ed Sheeran", "Labour Party", "2"
"Ed Sheeran", "170,000", "2"
"Ed Sheeran", "Ipswich Hospital", "2"
"Ed Sheeran", "Cormac", "2"
"Ed Sheeran", "Williams", "2"
"Ed Sheeran", "June 2019", "2"
"Ed Sheeran", "Heinz Ketchup", "2"
"Ed Sheeran", "7 July 2019", "2"
"Ed Sheeran", "Richard Curtis", "2"
"Ed Sheeran", "Danny Boyle", "2"
"Ed Sheeran", "17 February 2015", "2"
"Ed Sheeran", "GQ", "2"
"Ed Sheeran", "India", "2"
"Ed Sheeran", "Arab News", "2"
"Ed Sheeran", "1 September 2020", "2"
"Ed Sheeran", "Ariana Grande", "2"
"Ed Sheeran", "MBE", "2"
"Ed Sheeran", "Athina Andrelos", "2"
"Ed Sheeran", "IBT News", "2"
"Ed Sheeran", "Reputation", "2"
"Ed Sheeran", "15 August 2020", "2"
"Ed Sheeran", "16 September 2018", "2"
"Ed Sheeran", "May 2021", "2"
"Ed Sheeran", "World Cup", "2"
"Ed Sheeran", "7 May 2017", "2"
"Ed Sheeran", "Forbes", "2"
"Ed Sheeran", "9 May 2019", "2"
"Ed Sheeran", "Matt Cardle", "2"
"Ed Sheeran", "Marvin Gaye", "2"
"Ed Sheeran", "February 2017", "2"
"Ed Sheeran", "Roger Taylor", "2"
"Ed Sheeran", "Blur", "2"
"Ed Sheeran", "Theresa", "2"
"Ed Sheeran", "Civil Rights Act", "2"
"Ed Sheeran", "2022", "2"
"Ed Sheeran", "Notes", "2"
"Ed Sheeran", "24 November 2015", "2"
"Ed Sheeran", "13 July 2016", "2"
"Ed Sheeran", "North American", "2"
"Ed Sheeran", "April 2022", "1"
"Ed Sheeran", "Infobox", "1"
"Ed Sheeran", "British Empire MBE", "1"
"Ed Sheeran", "6886", "1"
"Ed Sheeran", "cropped).jpg", "1"
"Ed Sheeran", "Berlin", "1"
"Ed Sheeran", "Ed Sheeran Full", "1"
"Ed Sheeran", "Wikipedia WikiProject Musicians", "1"
"Ed Sheeran", "Records Elektra", "1"
"Ed Sheeran", "Jake Gosling", "1"
"Ed Sheeran", "Steve Mac", "1"
"Ed Sheeran", "Yelawolf
* Stormzy", "1"
"Ed Sheeran", "Elton John




'", "1"
"Ed Sheeran", "100%", "1"
"Ed Sheeran", "September 2011", "1"
"Ed Sheeran", "June 2014", "1"
"Ed Sheeran", "10 in same week", "1"
"Ed Sheeran", "Global Recording Artist", "1"
"Ed Sheeran", "three UK number one", "1"
"Ed Sheeran", "Ivor Novello", "1"
"Ed Sheeran", "Lincoln Journal Star", "1"
"Ed Sheeran", "25 March 2019", "1"
"Ed Sheeran", "25 March 2019Dead", "1"
"Ed Sheeran", "84.5 million", "1"
"Ed Sheeran", "Gold & Platinum", "1"
"Ed Sheeran", "Recording Industry Association of America", "1"
"Ed Sheeran", "Decade", "1"
"Ed Sheeran", "Decade"/> Beginning", "1"
"Ed Sheeran", "2019 film", "1"
"Ed Sheeran", "Franglingham Castle", "1"
"Ed Sheeran", "Adejobi", "1"
"Ed Sheeran", "Castle On The Hill", "1"
"Ed Sheeran", "Business Times", "1"
"Ed Sheeran", "Ed Sheeran Biography", "1"
"Ed Sheeran", "O'Brien", "1"
"Ed Sheeran", "AllMusic", "1"
"Ed Sheeran", "10 December 2015", "1"
"Ed Sheeran", "award date 12 December 2014", "1"
"Ed Sheeran", "The Hebden Bridge Times", "1"
"Ed Sheeran", "Birchcliffe Road", "1"
"Ed Sheeran", "Funky Hebden Bridge", "1"
"Ed Sheeran", "February 2019", "1"
"Ed Sheeran", "Lesley Jackson", "1"
"Ed Sheeran", "February 2016", "1"
"Ed Sheeran", "Cartwright Hall", "1"
"Ed Sheeran", "Bradford", "1"
"Ed Sheeran", "Manchester City", "1"
"Ed Sheeran", "December 1995", "1"
"Ed Sheeran", "TheInd Walsh", "1"
"Ed Sheeran", "6 December 2014", "1"
"Ed Sheeran", "Brandeston Hall Preparatory school", "1"
"Ed Sheeran", "Framlingham College Prep School", "1"
"Ed Sheeran", "Brandeston Hall", "1"
"Ed Sheeran", "Graham Norton Show", "1"
"Ed Sheeran", "August 2020", "1"
"Ed Sheeran", "August 2011", "1"
"Ed Sheeran", "August 2011   date", "1"
"Ed Sheeran", "Matthew", "1"
"Ed Sheeran", "Matt Sheeran", "1"
"Ed Sheeran", "Andrea Bocelli", "1"
"Ed Sheeran", "26 September 2018", "1"
"Ed Sheeran", "Billboard >", "1"
"Ed Sheeran", "John", "1"
"Ed Sheeran", "21 September 2011", "1"
"Ed Sheeran", "7 January 2016", "1"
"Ed Sheeran", "Welch Andy", "1"
"Ed Sheeran", "10 June 2011", "1"
"Ed Sheeran", "Irish Independent", "1"
"Ed Sheeran", "Café Roman Tyler", "1"
"Ed Sheeran", "6 August 2013", "1"
"Ed Sheeran", "Cbslocal.com", "1"
"Ed Sheeran", "31 March 2011", "1"
"Ed Sheeran", "Anglian Daily Times", "1"
"Ed Sheeran", "Sheeran Lock", "1"
"Ed Sheeran", "1990", "1"
"Ed Sheeran", "Larner Catherine", "1"
"Ed Sheeran", "20 May 2014", "1"
"Ed Sheeran", "9 November 2015", "1"
"Ed Sheeran", "17 March 2017", "1"
"Ed Sheeran", "age of four", "1"
"Ed Sheeran", "age eleven", "1"
"Ed Sheeran", "intro"/> A 2004", "1"
"Ed Sheeran", "Exhibition", "1"
"Ed Sheeran", "19 August 2019", "1"
"Ed Sheeran", "22 April 2008", "1"
"Ed Sheeran", "124", "1"
"Ed Sheeran", "Scout London", "1"
"Ed Sheeran", "1 February 2013", "1"
"Ed Sheeran", "25 February 2014", "1"
"Ed Sheeran", "Frankenstein – A New Musical", "1"
"Ed Sheeran", "Frankenstein", "1"
"Ed Sheeran", "Barbican Theatre", "1"
"Ed Sheeran", "Cast", "1"
"Ed Sheeran", "MSN", "1"
"Ed Sheeran", "February 2013", "1"
"Ed Sheeran", "Artist Development", "1"
"Ed Sheeran", "Patron Ed", "1"
"Ed Sheeran", "Access to Music", "1"
"Ed Sheeran", "Student Success Stories", "1"
"Ed Sheeran", "Northern Irish", "1"
"Ed Sheeran", "Gordon Burns", "1"
"Ed Sheeran", "Gordon Burns '", "1"
"Ed Sheeran", "Brit Awards", "1"
"Ed Sheeran", "Manchester Evening News", "1"
"Ed Sheeran", "23 February 2012", "1"
"Ed Sheeran", "7 June 2014", "1"
"Ed Sheeran", "28 October 2014", "1"
"Ed Sheeran", "The Krypton Factor.sfn Nolan 2012", "1"
"Ed Sheeran", "2004–2010", "1"
"Ed Sheeran", "File 12", "1"
"Ed Sheeran", "Ed Sheeran.jpg", "1"
"Ed Sheeran", "160px Sheeran", "1"
"Ed Sheeran", "Ipswich Arts Festival", "1"
"Ed Sheeran", "July 2010", "1"
"Ed Sheeran", "Spinning Man.efn", "1"
"Ed Sheeran", "In 2004", "1"
"Ed Sheeran", "Claire", "1"
"Ed Sheeran", "Visual Journey", "1"
"Ed Sheeran", "Cambridge", "1"
"Ed Sheeran", "a.k.a", "1"
"Ed Sheeran", "Mike Rosenberg", "1"
"Ed Sheeran", "Toronto Star", "1"
"Ed Sheeran", "Britannia", "1"
"Ed Sheeran", "5 January 2012", "1"
"Ed Sheeran", "Edinburgh Evening News", "1"
"Ed Sheeran", "autumn of 2009", "1"
"Ed Sheeran", "Academy of Contemporary Music", "1"
"Ed Sheeran", "ACM", "1"
"Ed Sheeran", "Guildford", "1"
"Ed Sheeran", "Surrey", "1"
"Ed Sheeran", "age 18", "1"
"Ed Sheeran", "Musician", "1"
"Ed Sheeran", "6 October 2015", "1"
"Ed Sheeran", "8 November 2016", "1"
"Ed Sheeran", "Just Jack", "1"
"Ed Sheeran", "200k", "1"
"Ed Sheeran", "Cherry", "1"
"Ed Sheeran", "24 October 2020", "1"
"Ed Sheeran", "13 November 2012", "1"
"Ed Sheeran", "Essex", "1"
"Ed Sheeran", "Leddra Chapman", "1"
"Ed Sheeran", "CeeLo Green's", "1"
"Ed Sheeran", "Fuck You (CeeLo Green song)", "1"
"Ed Sheeran", "February 2010", "1"
"Ed Sheeran", "21 February 2022", "1"
"Ed Sheeran", "Loose Change EP", "1"
"Ed Sheeran", "30 November 2014", "1"
"Ed Sheeran", "Station Session", "1"
"Ed Sheeran", "St Pancras", "1"
"Ed Sheeran", "St. Pancras International", "1"
"Ed Sheeran", "10 June 2010", "1"
"Ed Sheeran", "Radio", "1"
"Ed Sheeran", "13 September 2017", "1"
"Ed Sheeran", "Van Evra", "1"
"Ed Sheeran", "Jennifer", "1"
"Ed Sheeran", "Songs", "1"
"Ed Sheeran", "Wales", "1"
"Ed Sheeran", "Harry Styles'", "1"
"Ed Sheeran", "Price Karen", "1"
"Ed Sheeran", "30 June 2014", "1"
"Ed Sheeran", "17 October 2018", "1"
"Ed Sheeran", "Foxxhole", "1"
"Ed Sheeran", "Jamie Foxx", "1"
"Ed Sheeran", "Foxx", "1"
"Ed Sheeran", "Telegraph 2017", "1"
"Ed Sheeran", "8 January 2011", "1"
"Ed Sheeran", "Wiley", "1"
"Ed Sheeran", "Jme", "1"
"Ed Sheeran", "Ghetts", "1"
"Ed Sheeran", "10 August 2011  date", "1"
"Ed Sheeran", "10 January 2011", "1"
"Ed Sheeran", "Rihanna", "1"
"Ed Sheeran", "Richard Haugh", "1"
"Ed Sheeran", "7,000", "1"
"Ed Sheeran", "Asylum Records / Atlantic Records", "1"
"Ed Sheeran", "13 January 2011", "1"
"Ed Sheeran", "19 January 2011", "1"
"Ed Sheeran", "Three months later", "1"
"Ed Sheeran", "Barfly", "1"
"Ed Sheeran", "Camden", "1"
"Ed Sheeran", "Over 1,000", "1"
"Ed Sheeran", "Later that month", "1"
"Ed Sheeran", "×", "1"
"Ed Sheeran", "26 April 2011", "1"
"Ed Sheeran", "Jools Holland", "1"
"Ed Sheeran", "Six weeks later", "1"
"Ed Sheeran", "Lipshutz", "1"
"Ed Sheeran", "Track By Track Review", "1"
"Ed Sheeran", "number three", "1"
"Ed Sheeran", "over 58,000", "1"
"Ed Sheeran", "eighth", "1"
"Ed Sheeran", "801,000", "1"
"Ed Sheeran", "Luxembourg", "1"
"Ed Sheeran", "Norway", "1"
"Ed Sheeran", "Netherlands", "1"
"Ed Sheeran", "BBC Introducing", "1"
"Ed Sheeran", "Glastonbury Festival 2011", "1"
"Ed Sheeran", "You Need Me", "1"
"Ed Sheeran", "number four", "1"
"Ed Sheeran", "10 September 2011", "1"
"Ed Sheeran", "Apple Music", "1"
"Ed Sheeran", "11 November 2011", "1"
"Ed Sheeran", "iTunes Store", "1"
"Ed Sheeran", "Lego House", "1"
"Ed Sheeran", "Weekly date 8 May 2018", "1"
"Ed Sheeran", "19 February 2012", "1"
"Ed Sheeran", "number nine", "1"
"Ed Sheeran", "10 Top 40", "1"
"Ed Sheeran", "10 March 2012", "1"
"Ed Sheeran", "Frequency Festival", "1"
"Ed Sheeran", "FM4 Frequency Festival Frequency Festival", "1"
"Ed Sheeran", "12 September 2011", "1"
"Ed Sheeran", "Metacritic", "1"
"Ed Sheeran", "102,000", "1"
"Ed Sheeran", "18 September 2011", "1"
"Ed Sheeran", "791,000", "1"
"Ed Sheeran", "British Phonographic Industry", "1"
"Ed Sheeran", "1,800,000", "1"
"Ed Sheeran", "25 June 2014", "1"
"Ed Sheeran", "1,021,072", "1"
"Ed Sheeran", "Alan  Jones", "1"
"Ed Sheeran", "Scotland", "1"
"Ed Sheeran", "1m", "1"
"Ed Sheeran", "Week", "1"
"Ed Sheeran", "6 March 2012 date 5 March 2012", "1"
"Ed Sheeran", "Ed Sheeran Album & Song Chart History", "1"
"Ed Sheeran", "3 March 2012", "1"
"Ed Sheeran", "24 July 2013", "1"
"Ed Sheeran", "Hung Medien", "1"
"Ed Sheeran", "7 March 2012", "1"
"Ed Sheeran", "Up All Night", "1"
"Ed Sheeran", "One Direction", "1"
"Ed Sheeran", "November 2011", "1"
"Ed Sheeran", "2 November 2012", "1"
"Ed Sheeran", "Awards 2012", "1"
"Ed Sheeran", "21 February 2012", "1"
"Ed Sheeran", "12 January 2012", "1"
"Ed Sheeran", "10 January 2012", "1"
"Ed Sheeran", "Snow Patrol", "1"
"Ed Sheeran", "late March", "1"
"Ed Sheeran", "May", "1"
"Ed Sheeran", "Ed Sheeran Announces US", "1"
"Ed Sheeran", "11 January 2012", "1"
"Ed Sheeran", "15 January 2012", "1"
"Ed Sheeran", "17 July 2012", "1"
"Ed Sheeran", "Give Me Love", "1"
"Ed Sheeran", "The Birthday (The Vampire Diaries", "1"
"Ed Sheeran", "Elena", "1"
"Ed Sheeran", "16 February 2012", "1"
"Ed Sheeran", "Carina Adly", "1"
"Ed Sheeran", "10 February 2012", "1"
"Ed Sheeran", "15 February 2012", "1"
"Ed Sheeran", "The A Team"", "1"
"Ed Sheeran", "Rolling in Deep"", "1"
"Ed Sheeran", "Florence", "1"
