Selena Gomez, July 22, 1992, If you think an instrument should be listed or removed, a discussion to reach consensus is needed first per    label              hlist Walt Disney Records Walt Disney Hollywood Records Hollywood Interscope Records Interscope
  associated_acts    hlist Selena Gomez & Scene Julia Michaels Rock Mafia DJ Snake
  website            URL selenagomez.com



'Selena Marie Gomez' (IPAc en s ə ' l iː n ə _ ' g oʊ m ɛ z respell sə LEE nə _ GOH mez; born July 22, 1992) is an American singer, actress, and producer.
Selena Gomez, American, If you think an instrument should be listed or removed, a discussion to reach consensus is needed first per    label              hlist Walt Disney Records Walt Disney Hollywood Records Hollywood Interscope Records Interscope
  associated_acts    hlist Selena Gomez & Scene Julia Michaels Rock Mafia DJ Snake
  website            URL selenagomez.com



'Selena Marie Gomez' (IPAc en s ə ' l iː n ə _ ' g oʊ m ɛ z respell sə LEE nə _ GOH mez; born July 22, 1992) is an American singer, actress, and producer.
Selena Gomez, MOS BEGIN, NO WP ORIGINAL RESEARCH; MOS BEGIN, MOS LEADBIO  >
Selena Gomez, MOS LEADBIO, NO WP ORIGINAL RESEARCH; MOS BEGIN, MOS LEADBIO  >
Selena Gomez, Gomez, Gomez began her acting career on children's television series Barney & Friends (2002–2004).
Selena Gomez, Barney & Friends, Gomez began her acting career on children's television series Barney & Friends (2002–2004).
Selena Gomez, 2002–2004, Gomez began her acting career on children's television series Barney & Friends (2002–2004).
Selena Gomez, her teenage years, In her teenage years, she rose to prominence for her lead role as Alex Russo in Disney Channel television series Wizards of Waverly Place (2007–2012).
Selena Gomez, Alex Russo, In her teenage years, she rose to prominence for her lead role as Alex Russo in Disney Channel television series Wizards of Waverly Place (2007–2012).
Selena Gomez, Disney Channel, In her teenage years, she rose to prominence for her lead role as Alex Russo in Disney Channel television series Wizards of Waverly Place (2007–2012).
Selena Gomez, Wizards of Waverly Place, In her teenage years, she rose to prominence for her lead role as Alex Russo in Disney Channel television series Wizards of Waverly Place (2007–2012).
Selena Gomez, 2007–2012, In her teenage years, she rose to prominence for her lead role as Alex Russo in Disney Channel television series Wizards of Waverly Place (2007–2012).
Selena Gomez, Gomez, Alongside her television career, Gomez appeared in films Another Cinderella Story (2008), Princess Protection Program (2009), Wizards of Waverly Place  The Movie (2009), Ramona and Beezus (2010), Monte Carlo (2011 film) Monte Carlo (2011), Spring Breakers (2012), Getaway (2013 film) Getaway (2013), The Fundamentals of Caring (2016), The Dead Don't Die (2019 film)
Selena Gomez, Another Cinderella Story (2008, Alongside her television career, Gomez appeared in films Another Cinderella Story (2008), Princess Protection Program (2009), Wizards of Waverly Place  The Movie (2009), Ramona and Beezus (2010), Monte Carlo (2011 film) Monte Carlo (2011), Spring Breakers (2012), Getaway (2013 film) Getaway (2013), The Fundamentals of Caring (2016), The Dead Don't Die (2019 film)
Selena Gomez, Princess Protection Program, Alongside her television career, Gomez appeared in films Another Cinderella Story (2008), Princess Protection Program (2009), Wizards of Waverly Place  The Movie (2009), Ramona and Beezus (2010), Monte Carlo (2011 film) Monte Carlo (2011), Spring Breakers (2012), Getaway (2013 film) Getaway (2013), The Fundamentals of Caring (2016), The Dead Don't Die (2019 film)
Selena Gomez, 2009, Alongside her television career, Gomez appeared in films Another Cinderella Story (2008), Princess Protection Program (2009), Wizards of Waverly Place  The Movie (2009), Ramona and Beezus (2010), Monte Carlo (2011 film) Monte Carlo (2011), Spring Breakers (2012), Getaway (2013 film) Getaway (2013), The Fundamentals of Caring (2016), The Dead Don't Die (2019 film)
Selena Gomez, 2009, Alongside her television career, Gomez appeared in films Another Cinderella Story (2008), Princess Protection Program (2009), Wizards of Waverly Place  The Movie (2009), Ramona and Beezus (2010), Monte Carlo (2011 film) Monte Carlo (2011), Spring Breakers (2012), Getaway (2013 film) Getaway (2013), The Fundamentals of Caring (2016), The Dead Don't Die (2019 film)
Selena Gomez, Ramona and Beezus, Alongside her television career, Gomez appeared in films Another Cinderella Story (2008), Princess Protection Program (2009), Wizards of Waverly Place  The Movie (2009), Ramona and Beezus (2010), Monte Carlo (2011 film) Monte Carlo (2011), Spring Breakers (2012), Getaway (2013 film) Getaway (2013), The Fundamentals of Caring (2016), The Dead Don't Die (2019 film)
Selena Gomez, 2010, Alongside her television career, Gomez appeared in films Another Cinderella Story (2008), Princess Protection Program (2009), Wizards of Waverly Place  The Movie (2009), Ramona and Beezus (2010), Monte Carlo (2011 film) Monte Carlo (2011), Spring Breakers (2012), Getaway (2013 film) Getaway (2013), The Fundamentals of Caring (2016), The Dead Don't Die (2019 film)
Selena Gomez, Monte Carlo, Alongside her television career, Gomez appeared in films Another Cinderella Story (2008), Princess Protection Program (2009), Wizards of Waverly Place  The Movie (2009), Ramona and Beezus (2010), Monte Carlo (2011 film) Monte Carlo (2011), Spring Breakers (2012), Getaway (2013 film) Getaway (2013), The Fundamentals of Caring (2016), The Dead Don't Die (2019 film)
Selena Gomez, 2011, Alongside her television career, Gomez appeared in films Another Cinderella Story (2008), Princess Protection Program (2009), Wizards of Waverly Place  The Movie (2009), Ramona and Beezus (2010), Monte Carlo (2011 film) Monte Carlo (2011), Spring Breakers (2012), Getaway (2013 film) Getaway (2013), The Fundamentals of Caring (2016), The Dead Don't Die (2019 film)
Selena Gomez, Monte Carlo, Alongside her television career, Gomez appeared in films Another Cinderella Story (2008), Princess Protection Program (2009), Wizards of Waverly Place  The Movie (2009), Ramona and Beezus (2010), Monte Carlo (2011 film) Monte Carlo (2011), Spring Breakers (2012), Getaway (2013 film) Getaway (2013), The Fundamentals of Caring (2016), The Dead Don't Die (2019 film)
Selena Gomez, 2011, Alongside her television career, Gomez appeared in films Another Cinderella Story (2008), Princess Protection Program (2009), Wizards of Waverly Place  The Movie (2009), Ramona and Beezus (2010), Monte Carlo (2011 film) Monte Carlo (2011), Spring Breakers (2012), Getaway (2013 film) Getaway (2013), The Fundamentals of Caring (2016), The Dead Don't Die (2019 film)
Selena Gomez, Spring Breakers, Alongside her television career, Gomez appeared in films Another Cinderella Story (2008), Princess Protection Program (2009), Wizards of Waverly Place  The Movie (2009), Ramona and Beezus (2010), Monte Carlo (2011 film) Monte Carlo (2011), Spring Breakers (2012), Getaway (2013 film) Getaway (2013), The Fundamentals of Caring (2016), The Dead Don't Die (2019 film)
Selena Gomez, 2012, Alongside her television career, Gomez appeared in films Another Cinderella Story (2008), Princess Protection Program (2009), Wizards of Waverly Place  The Movie (2009), Ramona and Beezus (2010), Monte Carlo (2011 film) Monte Carlo (2011), Spring Breakers (2012), Getaway (2013 film) Getaway (2013), The Fundamentals of Caring (2016), The Dead Don't Die (2019 film)
Selena Gomez, Getaway, Alongside her television career, Gomez appeared in films Another Cinderella Story (2008), Princess Protection Program (2009), Wizards of Waverly Place  The Movie (2009), Ramona and Beezus (2010), Monte Carlo (2011 film) Monte Carlo (2011), Spring Breakers (2012), Getaway (2013 film) Getaway (2013), The Fundamentals of Caring (2016), The Dead Don't Die (2019 film)
Selena Gomez, 2013, Alongside her television career, Gomez appeared in films Another Cinderella Story (2008), Princess Protection Program (2009), Wizards of Waverly Place  The Movie (2009), Ramona and Beezus (2010), Monte Carlo (2011 film) Monte Carlo (2011), Spring Breakers (2012), Getaway (2013 film) Getaway (2013), The Fundamentals of Caring (2016), The Dead Don't Die (2019 film)
Selena Gomez, Getaway, Alongside her television career, Gomez appeared in films Another Cinderella Story (2008), Princess Protection Program (2009), Wizards of Waverly Place  The Movie (2009), Ramona and Beezus (2010), Monte Carlo (2011 film) Monte Carlo (2011), Spring Breakers (2012), Getaway (2013 film) Getaway (2013), The Fundamentals of Caring (2016), The Dead Don't Die (2019 film)
Selena Gomez, 2013, Alongside her television career, Gomez appeared in films Another Cinderella Story (2008), Princess Protection Program (2009), Wizards of Waverly Place  The Movie (2009), Ramona and Beezus (2010), Monte Carlo (2011 film) Monte Carlo (2011), Spring Breakers (2012), Getaway (2013 film) Getaway (2013), The Fundamentals of Caring (2016), The Dead Don't Die (2019 film)
Selena Gomez, The Fundamentals of Caring, Alongside her television career, Gomez appeared in films Another Cinderella Story (2008), Princess Protection Program (2009), Wizards of Waverly Place  The Movie (2009), Ramona and Beezus (2010), Monte Carlo (2011 film) Monte Carlo (2011), Spring Breakers (2012), Getaway (2013 film) Getaway (2013), The Fundamentals of Caring (2016), The Dead Don't Die (2019 film)
Selena Gomez, 2016, Alongside her television career, Gomez appeared in films Another Cinderella Story (2008), Princess Protection Program (2009), Wizards of Waverly Place  The Movie (2009), Ramona and Beezus (2010), Monte Carlo (2011 film) Monte Carlo (2011), Spring Breakers (2012), Getaway (2013 film) Getaway (2013), The Fundamentals of Caring (2016), The Dead Don't Die (2019 film)
Selena Gomez, 2019, Alongside her television career, Gomez appeared in films Another Cinderella Story (2008), Princess Protection Program (2009), Wizards of Waverly Place  The Movie (2009), Ramona and Beezus (2010), Monte Carlo (2011 film) Monte Carlo (2011), Spring Breakers (2012), Getaway (2013 film) Getaway (2013), The Fundamentals of Caring (2016), The Dead Don't Die (2019 film)
Selena Gomez, 2019, The Dead Don't Die (2019), and A Rainy Day in New York (2019).
Selena Gomez, A Rainy Day, The Dead Don't Die (2019), and A Rainy Day in New York (2019).
Selena Gomez, New York, The Dead Don't Die (2019), and A Rainy Day in New York (2019).
Selena Gomez, 2019, The Dead Don't Die (2019), and A Rainy Day in New York (2019).
Selena Gomez, Mavis, She voiced character Mavis in Hotel Transylvania Hotel Transylvania film franchise (2012–2022).
Selena Gomez, Hotel Transylvania Hotel Transylvania, She voiced character Mavis in Hotel Transylvania Hotel Transylvania film franchise (2012–2022).
Selena Gomez, 2012–2022, She voiced character Mavis in Hotel Transylvania Hotel Transylvania film franchise (2012–2022).
Selena Gomez, Gomez, Gomez executive produced Netflix television series 13 Reasons Why (2017–2020) and Living Undocumented (2019) through her production company, July Moonhead Productions.
Selena Gomez, Netflix, Gomez executive produced Netflix television series 13 Reasons Why (2017–2020) and Living Undocumented (2019) through her production company, July Moonhead Productions.
Selena Gomez, 13, Gomez executive produced Netflix television series 13 Reasons Why (2017–2020) and Living Undocumented (2019) through her production company, July Moonhead Productions.
Selena Gomez, 2017–2020, Gomez executive produced Netflix television series 13 Reasons Why (2017–2020) and Living Undocumented (2019) through her production company, July Moonhead Productions.
Selena Gomez, 2019, Gomez executive produced Netflix television series 13 Reasons Why (2017–2020) and Living Undocumented (2019) through her production company, July Moonhead Productions.
Selena Gomez, HBO Max, She also executive produces and stars in HBO Max cooking series Selena + Chef (2020–present) and Hulu mystery comedy series Only Murders in Building (2021–present).
Selena Gomez, Selena + Chef, She also executive produces and stars in HBO Max cooking series Selena + Chef (2020–present) and Hulu mystery comedy series Only Murders in Building (2021–present).
Selena Gomez, 2020, She also executive produces and stars in HBO Max cooking series Selena + Chef (2020–present) and Hulu mystery comedy series Only Murders in Building (2021–present).
Selena Gomez, Building, She also executive produces and stars in HBO Max cooking series Selena + Chef (2020–present) and Hulu mystery comedy series Only Murders in Building (2021–present).
Selena Gomez, 2021, She also executive produces and stars in HBO Max cooking series Selena + Chef (2020–present) and Hulu mystery comedy series Only Murders in Building (2021–present).
Selena Gomez, Gomez, The latter earned Gomez critical praise, and a nomination for Critics' Choice Television Award for Best Actress in a Comedy Series Best Actress in a Comedy series at 11th Critics' Choice Television Awards Critics' Choice Television Awards.
Selena Gomez, Critics' Choice Television Award for Best Actress, The latter earned Gomez critical praise, and a nomination for Critics' Choice Television Award for Best Actress in a Comedy Series Best Actress in a Comedy series at 11th Critics' Choice Television Awards Critics' Choice Television Awards.
Selena Gomez, a Comedy Series Best Actress, The latter earned Gomez critical praise, and a nomination for Critics' Choice Television Award for Best Actress in a Comedy Series Best Actress in a Comedy series at 11th Critics' Choice Television Awards Critics' Choice Television Awards.
Selena Gomez, Comedy, The latter earned Gomez critical praise, and a nomination for Critics' Choice Television Award for Best Actress in a Comedy Series Best Actress in a Comedy series at 11th Critics' Choice Television Awards Critics' Choice Television Awards.
Selena Gomez, 11th Critics' Choice Television Awards Critics' Choice Television Awards, The latter earned Gomez critical praise, and a nomination for Critics' Choice Television Award for Best Actress in a Comedy Series Best Actress in a Comedy series at 11th Critics' Choice Television Awards Critics' Choice Television Awards.
Selena Gomez, three, Gomez released three albums with her former band, Selena Gomez & Scene, all of which reached top ten of US Billboard 200 Billboard 200 and were certified Music recording certification gold by Recording Industry Association of America  Kiss & Tell (Selena Gomez & Scene album) Kiss & Tell (2009), A Year Without Rain (2010), and When Sun Goes Down (Selena Gomez & Scene album)
Selena Gomez, Selena Gomez & Scene, Gomez released three albums with her former band, Selena Gomez & Scene, all of which reached top ten of US Billboard 200 Billboard 200 and were certified Music recording certification gold by Recording Industry Association of America  Kiss & Tell (Selena Gomez & Scene album) Kiss & Tell (2009), A Year Without Rain (2010), and When Sun Goes Down (Selena Gomez & Scene album)
Selena Gomez, ten, Gomez released three albums with her former band, Selena Gomez & Scene, all of which reached top ten of US Billboard 200 Billboard 200 and were certified Music recording certification gold by Recording Industry Association of America  Kiss & Tell (Selena Gomez & Scene album) Kiss & Tell (2009), A Year Without Rain (2010), and When Sun Goes Down (Selena Gomez & Scene album)
Selena Gomez, US Billboard 200 Billboard 200, Gomez released three albums with her former band, Selena Gomez & Scene, all of which reached top ten of US Billboard 200 Billboard 200 and were certified Music recording certification gold by Recording Industry Association of America  Kiss & Tell (Selena Gomez & Scene album) Kiss & Tell (2009), A Year Without Rain (2010), and When Sun Goes Down (Selena Gomez & Scene album)
Selena Gomez, Music, Gomez released three albums with her former band, Selena Gomez & Scene, all of which reached top ten of US Billboard 200 Billboard 200 and were certified Music recording certification gold by Recording Industry Association of America  Kiss & Tell (Selena Gomez & Scene album) Kiss & Tell (2009), A Year Without Rain (2010), and When Sun Goes Down (Selena Gomez & Scene album)
Selena Gomez, Recording Industry Association of America, Gomez released three albums with her former band, Selena Gomez & Scene, all of which reached top ten of US Billboard 200 Billboard 200 and were certified Music recording certification gold by Recording Industry Association of America  Kiss & Tell (Selena Gomez & Scene album) Kiss & Tell (2009), A Year Without Rain (2010), and When Sun Goes Down (Selena Gomez & Scene album)
